selection_model,train_model,features,fpr,tpr,threshold
SVM,XGBoost,1,"[0.0, 0.0, 0.010638297872340425, 0.02127659574468085, 0.031914893617021274, 0.0425531914893617, 0.06382978723404255, 0.0851063829787234, 0.09574468085106383, 0.10638297872340426, 0.10638297872340426, 0.13829787234042554, 0.20212765957446807, 0.2553191489361702, 0.26595744680851063, 0.3191489361702128, 0.32978723404255317, 0.46808510638297873, 0.48936170212765956, 1.0]","[0.0, 0.6145833333333334, 0.78125, 0.7916666666666666, 0.8229166666666666, 0.84375, 0.8645833333333334, 0.8854166666666666, 0.8854166666666666, 0.9166666666666666, 0.9375, 0.9479166666666666, 0.9479166666666666, 0.9479166666666666, 0.9479166666666666, 0.9583333333333334, 0.9583333333333334, 0.9791666666666666, 0.9791666666666666, 1.0]","[       inf 0.96333593 0.95892566 0.76185685 0.72055787 0.64388734
 0.48005435 0.46079272 0.34255373 0.30234927 0.27495366 0.2743225
 0.26690003 0.26628092 0.16324168 0.13139248 0.1232188  0.11383668
 0.07833156 0.07265918]"
SVM,RandomForest,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.010638297872340425, 0.010638297872340425, 0.02127659574468085, 0.02127659574468085, 0.031914893617021274, 0.031914893617021274, 0.0425531914893617, 0.0425531914893617, 0.07446808510638298, 0.07446808510638298, 0.07446808510638298, 0.0851063829787234, 0.0851063829787234, 0.09574468085106383, 0.09574468085106383, 0.11702127659574468, 0.11702127659574468, 0.13829787234042554, 0.1595744680851064, 0.18085106382978725, 0.20212765957446807, 0.22340425531914893, 0.24468085106382978, 0.24468085106382978, 0.2553191489361702, 0.2765957446808511, 0.2872340425531915, 0.30851063829787234, 0.32978723404255317, 0.35106382978723405, 0.40425531914893614, 0.425531914893617, 0.4574468085106383, 0.4787234042553192, 0.5212765957446809, 0.5531914893617021, 0.574468085106383, 1.0]","[0.0, 0.6875, 0.7083333333333334, 0.7395833333333334, 0.7604166666666666, 0.78125, 0.8229166666666666, 0.8229166666666666, 0.84375, 0.84375, 0.8645833333333334, 0.8645833333333334, 0.8854166666666666, 0.8854166666666666, 0.8958333333333334, 0.9166666666666666, 0.9166666666666666, 0.9375, 0.9375, 0.9583333333333334, 0.9583333333333334, 0.96875, 0.96875, 0.9791666666666666, 0.9791666666666666, 0.9791666666666666, 0.9895833333333334, 0.9895833333333334, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 1.         0.93541667 0.93125    0.87178571 0.81041667
 0.63170635 0.62404762 0.59904762 0.58337302 0.57198413 0.56299603
 0.55793651 0.51531746 0.51198413 0.50910714 0.47577381 0.46559524
 0.41625    0.38059524 0.29       0.27888889 0.26309524 0.25883838
 0.25746032 0.23452381 0.21981838 0.18648504 0.18213203 0.17717172
 0.17105159 0.16333333 0.16124695 0.14124695 0.13964286 0.10736111
 0.09486111 0.06166667 0.05606061 0.02272727 0.0125     0.01
 0.        ]"
SVM,SVM,1,"[0.0, 0.0, 0.0, 0.010638297872340425, 0.010638297872340425, 0.02127659574468085, 0.02127659574468085, 0.031914893617021274, 0.031914893617021274, 0.0425531914893617, 0.0425531914893617, 0.05319148936170213, 0.05319148936170213, 0.06382978723404255, 0.06382978723404255, 0.0851063829787234, 0.0851063829787234, 0.1595744680851064, 0.1595744680851064, 0.2127659574468085, 0.2127659574468085, 0.24468085106382978, 0.24468085106382978, 0.2553191489361702, 0.2553191489361702, 0.3191489361702128, 0.3191489361702128, 0.425531914893617, 0.425531914893617, 0.46808510638297873, 0.46808510638297873, 0.7021276595744681, 0.7021276595744681, 1.0]","[0.0, 0.010416666666666666, 0.6145833333333334, 0.6145833333333334, 0.78125, 0.78125, 0.7916666666666666, 0.7916666666666666, 0.8229166666666666, 0.8229166666666666, 0.8333333333333334, 0.8333333333333334, 0.8541666666666666, 0.8541666666666666, 0.8645833333333334, 0.8645833333333334, 0.8854166666666666, 0.8854166666666666, 0.90625, 0.90625, 0.9166666666666666, 0.9166666666666666, 0.9375, 0.9375, 0.9479166666666666, 0.9479166666666666, 0.9583333333333334, 0.9583333333333334, 0.96875, 0.96875, 0.9791666666666666, 0.9791666666666666, 1.0, 1.0]","[       inf 0.99999989 0.88353369 0.88016454 0.77446864 0.76870553
 0.76623838 0.76216936 0.72000912 0.69436705 0.66713039 0.645175
 0.58398242 0.57172989 0.56497536 0.55307097 0.54930689 0.40361462
 0.37945369 0.33177302 0.32104424 0.31415922 0.29909005 0.27336741
 0.24021495 0.1845427  0.1611114  0.11226408 0.11196825 0.08669046
 0.08593326 0.04122733 0.03850812 0.01615653]"
SVM,DecisionTree,1,"[0.0, 0.0, 1.0]","[0.0, 1.0, 1.0]",[inf  1.  0.]
SVM,XGBoost,2,"[0.0, 0.0, 0.0, 0.0, 0.010638297872340425, 0.010638297872340425, 0.02127659574468085, 0.02127659574468085, 0.031914893617021274, 0.031914893617021274, 0.0425531914893617, 0.05319148936170213, 0.05319148936170213, 0.07446808510638298, 0.09574468085106383, 0.10638297872340426, 0.10638297872340426, 0.11702127659574468, 0.11702127659574468, 0.1276595744680851, 0.1276595744680851, 0.19148936170212766, 0.20212765957446807, 0.20212765957446807, 0.22340425531914893, 0.2553191489361702, 0.2765957446808511, 0.2765957446808511, 0.32978723404255317, 0.35106382978723405, 0.39361702127659576, 0.425531914893617, 0.48936170212765956, 0.5, 1.0]","[0.0, 0.65625, 0.71875, 0.75, 0.75, 0.8125, 0.8125, 0.8229166666666666, 0.8333333333333334, 0.84375, 0.875, 0.875, 0.8854166666666666, 0.8854166666666666, 0.8854166666666666, 0.8854166666666666, 0.90625, 0.9166666666666666, 0.9270833333333334, 0.9270833333333334, 0.9479166666666666, 0.9479166666666666, 0.9583333333333334, 0.96875, 0.96875, 0.96875, 0.96875, 0.9791666666666666, 0.9895833333333334, 0.9895833333333334, 0.9895833333333334, 0.9895833333333334, 1.0, 1.0, 1.0]","[       inf 0.96725625 0.9571205  0.887095   0.8852011  0.7824305
 0.7309944  0.72664607 0.6891643  0.68102676 0.6806154  0.63457394
 0.59230196 0.5641367  0.52330214 0.50967234 0.42418844 0.35759538
 0.35667336 0.3007246  0.28686717 0.2664796  0.24639519 0.21380268
 0.16563596 0.155559   0.14221379 0.13565092 0.12712027 0.10657527
 0.0948625  0.06119565 0.05703827 0.05416779 0.05046219]"
SVM,RandomForest,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02127659574468085, 0.02127659574468085, 0.031914893617021274, 0.031914893617021274, 0.0425531914893617, 0.0425531914893617, 0.23404255319148937, 0.2553191489361702, 0.26595744680851063, 0.30851063829787234, 0.3191489361702128, 0.3404255319148936, 0.44680851063829785, 0.4787234042553192, 1.0]","[0.0, 0.6458333333333334, 0.6666666666666666, 0.7083333333333334, 0.7395833333333334, 0.7604166666666666, 0.8958333333333334, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 0.9583333333333334, 0.9895833333333334, 0.9895833333333334, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 1.         0.98333333 0.96666667 0.88333333 0.875
 0.67083333 0.66333333 0.625      0.48       0.47916667 0.45333333
 0.43166667 0.40833333 0.10833333 0.105      0.0925     0.08333333
 0.08125    0.07083333 0.03125    0.025      0.        ]"
SVM,SVM,2,"[0.0, 0.0, 0.0, 0.010638297872340425, 0.010638297872340425, 0.02127659574468085, 0.02127659574468085, 0.031914893617021274, 0.031914893617021274, 0.0425531914893617, 0.0425531914893617, 0.05319148936170213, 0.05319148936170213, 0.0851063829787234, 0.0851063829787234, 0.09574468085106383, 0.09574468085106383, 0.10638297872340426, 0.10638297872340426, 0.19148936170212766, 0.19148936170212766, 0.2127659574468085, 0.2127659574468085, 0.22340425531914893, 0.22340425531914893, 0.3191489361702128, 0.3191489361702128, 0.39361702127659576, 0.39361702127659576, 0.5957446808510638, 0.5957446808510638, 0.7553191489361702, 0.7553191489361702, 1.0]","[0.0, 0.010416666666666666, 0.7083333333333334, 0.7083333333333334, 0.8020833333333334, 0.8020833333333334, 0.84375, 0.84375, 0.8541666666666666, 0.8541666666666666, 0.8645833333333334, 0.8645833333333334, 0.8854166666666666, 0.8854166666666666, 0.8958333333333334, 0.8958333333333334, 0.90625, 0.90625, 0.9166666666666666, 0.9166666666666666, 0.9375, 0.9375, 0.9479166666666666, 0.9479166666666666, 0.9583333333333334, 0.9583333333333334, 0.96875, 0.96875, 0.9791666666666666, 0.9791666666666666, 0.9895833333333334, 0.9895833333333334, 1.0, 1.0]","[       inf 0.98234875 0.94416587 0.9417586  0.87351861 0.83779247
 0.76962103 0.73894193 0.73461227 0.6920071  0.67986845 0.66226635
 0.60261062 0.56156813 0.47402044 0.46562077 0.45096297 0.41832835
 0.373744   0.19677402 0.15105627 0.14680447 0.14675195 0.14254399
 0.14247325 0.09189372 0.08890534 0.06781885 0.06736884 0.06094364
 0.0608854  0.05602909 0.05571949 0.04768041]"
SVM,DecisionTree,2,"[0.0, 0.0, 0.010638297872340425, 0.031914893617021274, 0.0425531914893617, 0.06382978723404255, 0.09574468085106383, 1.0]","[0.0, 0.8958333333333334, 0.9270833333333334, 0.96875, 0.9791666666666666, 0.9895833333333334, 1.0, 1.0]","[       inf 1.         0.75       0.66666667 0.5        0.33333333
 0.25       0.        ]"
SVM,XGBoost,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010638297872340425, 0.010638297872340425, 0.010638297872340425, 0.02127659574468085, 0.0425531914893617, 0.05319148936170213, 0.05319148936170213, 0.06382978723404255, 0.0851063829787234, 0.10638297872340426, 0.11702127659574468, 0.11702127659574468, 0.13829787234042554, 0.1702127659574468, 0.19148936170212766, 0.23404255319148937, 0.3404255319148936, 0.35106382978723405, 0.5212765957446809, 0.574468085106383, 1.0]","[0.0, 0.5208333333333334, 0.59375, 0.65625, 0.7395833333333334, 0.7708333333333334, 0.78125, 0.8020833333333334, 0.8541666666666666, 0.8645833333333334, 0.875, 0.9166666666666666, 0.9166666666666666, 0.9270833333333334, 0.9270833333333334, 0.9270833333333334, 0.9375, 0.9375, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 0.9791666666666666, 0.9791666666666666, 0.9895833333333334, 0.9895833333333334, 0.9895833333333334, 0.9895833333333334, 1.0]","[       inf 0.8020869  0.7430221  0.6947238  0.6793313  0.6695704
 0.6376484  0.6326041  0.6202012  0.6146271  0.547456   0.54153705
 0.53367615 0.5237159  0.47193933 0.45465398 0.4396166  0.42780516
 0.4045134  0.39949873 0.37683204 0.33593383 0.32246757 0.28477338
 0.28376028 0.28100133 0.26476496 0.23151109]"
SVM,RandomForest,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010638297872340425, 0.010638297872340425, 0.02127659574468085, 0.02127659574468085, 0.0425531914893617, 0.06382978723404255, 0.10638297872340426, 0.1276595744680851, 0.13829787234042554, 0.1595744680851064, 0.19148936170212766, 0.2127659574468085, 0.2553191489361702, 0.2765957446808511, 0.3191489361702128, 0.3404255319148936, 0.3723404255319149, 0.4148936170212766, 1.0]","[0.0, 0.65625, 0.6666666666666666, 0.7083333333333334, 0.7395833333333334, 0.75, 0.8020833333333334, 0.8125, 0.8333333333333334, 0.8645833333333334, 0.9479166666666666, 0.9479166666666666, 0.96875, 0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 1.         0.975      0.96666667 0.96666667 0.925
 0.9        0.875      0.86666667 0.83333333 0.63333333 0.62071429
 0.60238095 0.53333333 0.44166667 0.31333333 0.3        0.26666667
 0.23333333 0.195      0.16666667 0.15       0.12       0.1
 0.075      0.06666667 0.05       0.03333333 0.025      0.        ]"
